<reference></reference>
<coords>
1	0.00425
0.99944304	0.0043621
0.99812049	0.00462832
0.99569352	0.00511699
0.99230484	0.00579959
0.98802844	0.00666146
0.98281508	0.00771282
0.97666422	0.0089541
0.96964069	0.01037253
0.96174313	0.01196864
0.95297315	0.01374233
0.94338928	0.01568187
0.93301284	0.01778563
0.92185147	0.02006929
0.90995468	0.0225171
0.89736121	0.02513781
0.88408503	0.02790923
0.8701629	0.03084911
0.85565276	0.03393611
0.84057695	0.03716418
0.82497463	0.04052857
0.80889455	0.04400982
0.79236237	0.04761716
0.77542101	0.05132667
0.75812546	0.05512297
0.7405018	0.05899393
0.72259209	0.06293412
0.70444539	0.06690084
0.68608843	0.07088321
0.66757021	0.07486708
0.64892678	0.07883497
0.63018643	0.08275436
0.61140138	0.08661408
0.59259673	0.09037299
0.57380843	0.09402539
0.5550757	0.09754917
0.53641763	0.10092636
0.51787958	0.10414685
0.49948103	0.10719326
0.48125155	0.11006231
0.46322225	0.1127122
0.44540666	0.11514729
0.42784323	0.11735341
0.41053864	0.11931701
0.39352525	0.12102638
0.37681123	0.12248809
0.36041977	0.12367942
0.34436494	0.12460233
0.32865846	0.12523852
0.31331898	0.12560509
0.29834798	0.1256738
0.2837658	0.12546547
0.26956679	0.12498975
0.25577362	0.12423636
0.2423778	0.12323884
0.22939648	0.12200236
0.21681735	0.12053786
0.20465763	0.11886654
0.19290757	0.11699332
0.18157496	0.11492977
0.17065819	0.11269298
0.16014896	0.110298
0.15005511	0.10776785
0.14035465	0.10510781
0.1310675	0.10233142
0.12216148	0.09945032
0.11365876	0.09649044
0.10553619	0.09345853
0.09779065	0.09036359
0.09042902	0.08722175
0.08341621	0.0840345
0.07677403	0.08082678
0.0704692	0.07759443
0.06450016	0.07434789
0.05888182	0.07110954
0.05356799	0.06787343
0.04857581	0.06465344
0.04389793	0.06145399
0.03949498	0.05826012
0.03539484	0.0551095
0.03157626	0.05199557
0.02800644	0.04891845
0.02471592	0.04589051
0.02168071	0.04289625
0.01886319	0.03991914
0.01629514	0.03700233
0.0139662	0.03418463
0.01181764	0.03137187
0.00988361	0.0286109
0.00818368	0.02603794
0.00663128	0.02342947
0.00524853	0.02076107
0.00408271	0.01830451
0.00308998	0.015951
0.00219098	0.01327076
0.00145967	0.0104986
0.00096333	0.00746215
0.00059878	0.00453721
0.00028988	0.00204453
0.00007804	0.00050657
0	0
0.00007807	-0.00049018
0.00029009	-0.00184125
0.00059937	-0.00381822
0.00096448	-0.00605713
0.00146264	-0.00870563
0.00219661	-0.01122916
0.00309879	-0.01342212
0.00409516	-0.01534366
0.00526774	-0.01716693
0.00665839	-0.01909642
0.00821941	-0.02130654
0.00993095	-0.02351414
0.01187982	-0.02579914
0.01404463	-0.02815987
0.01639219	-0.03053974
0.01898469	-0.03296857
0.02182867	-0.03549058
0.02489252	-0.0380747
0.02822001	-0.04072568
0.03182924	-0.04345995
0.03568998	-0.04623151
0.03984236	-0.04907034
0.04430035	-0.05196961
0.04903788	-0.05490886
0.05410025	-0.05790431
0.05948747	-0.06095001
0.06518787	-0.06402491
0.07124791	-0.06712837
0.07764648	-0.07024411
0.08439704	-0.07337047
0.0915234	-0.07649115
0.09900711	-0.07959568
0.10688721	-0.08268285
0.11514762	-0.08571902
0.12380644	-0.08870503
0.13287211	-0.09161742
0.14233176	-0.09443777
0.1522146	-0.09716583
0.16249918	-0.09976981
0.17321393	-0.10223862
0.18434125	-0.10454454
0.19590296	-0.10668939
0.20788328	-0.10863043
0.22029378	-0.11037325
0.23312344	-0.11187776
0.24637487	-0.11314131
0.26004146	-0.11414886
0.27412439	-0.11486604
0.28861129	-0.11529721
0.30349962	-0.11537968
0.3187741	-0.11513331
0.33443448	-0.11450572
0.35045732	-0.11349774
0.36684322	-0.11208121
0.38356093	-0.11023393
0.40060975	-0.10793345
0.41795607	-0.10519348
0.4355933	-0.10197553
0.4534925	-0.0982976
0.47163211	-0.09414081
0.48999236	-0.08952202
0.50853595	-0.08447312
0.52724867	-0.07905685
0.5460886	-0.07331017
0.5650309	-0.0672996
0.58404504	-0.06109331
0.603088	-0.05477058
0.62213765	-0.04842523
0.64114752	-0.04213791
0.66008031	-0.03600811
0.67890619	-0.03012656
0.69757164	-0.02457508
0.71604492	-0.01942136
0.73429135	-0.01470107
0.75225234	-0.01045419
0.76989792	-0.00673447
0.78719153	-0.00355842
0.80407383	-0.00093374
0.82051349	0.00117919
0.83646946	0.00284598
0.85189026	0.00409407
0.86674791	0.00495249
0.8810097	0.00546535
0.89461041	0.00561958
0.90752456	0.00547727
0.9197304	0.00504714
0.9311753	0.00440395
0.94182765	0.00360867
0.95167536	0.00270812
0.96067486	0.0018027
0.96878747	0.00091285
0.97601191	0.00005718
0.98233053	-0.00074311
0.98768615	-0.00146131
0.99208631	-0.00207989
0.99557391	-0.00258907
0.99806302	-0.00296293
0.99942968	-0.00317197
1	-0.00326
</coords>
